,Unnamed: 0,state,year,bmcode,births_age1524,births_age2534,births_age3544,births_nohs,births_hs,births_somecoll,births_coll,births_married,births_unmarried,births_medicaid,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,births_nonmedicaid,pop_total,pop_nhblack,pop_nhwhite,pop_hisp,pop_otherraceeth,pop_medicaid,pop_nonmedicaid,pop_nohs,pop_hs,pop_somecoll,pop_coll,pop_married,pop_unmarried,pop_age1524,pop_age2534,pop_age3544,policy_on,exposed_births,start_date,end_date,time,dobbs_code,quarter,days_multiplier,exposure_code,births_other,pop_other
1955,1995,South Carolina,2021,6,2472.0,5569.0,1588.0,1065.0,2620.0,2833.0,3069.0,5266.0,4361.0,4525.0,2618.0,5386.0,1117.0,9629.0,508.0,5104.0,995804.0,290610.0,585663.0,70787.0,48744.0,630874.0,364930.0,153856.0,299566.0,260003.0,282379.0,369938.0,625866.0,332317.0,339230.0,324257.0,0.0,0,2021-11-01,2021-12-31,2021-11-01,0.0,2021-Q4,1.010989010989011,0,508.0,48744.0
1956,1996,South Carolina,2022,1,2360.0,5178.0,1461.0,1052.0,2355.0,2824.0,2718.0,4860.0,4137.0,4378.0,2473.0,4967.0,1087.0,8999.0,472.0,4621.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-01-01,2022-02-28,2022-01-01,0.0,2022-Q1,0.989010989010989,0,472.0,50990.0
1957,1997,South Carolina,2022,2,2317.0,5554.0,1523.0,1002.0,2446.0,2785.0,3126.0,5266.0,4127.0,4373.0,2483.0,5364.0,1049.0,9394.0,498.0,5021.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-03-01,2022-04-30,2022-03-01,0.0,2022-Q1,1.010989010989011,0,498.0,50990.0
1958,1998,South Carolina,2022,3,2352.0,5320.0,1564.0,973.0,2505.0,2692.0,3028.0,5160.0,4075.0,4246.0,2394.0,5195.0,1124.0,9236.0,523.0,4990.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-05-01,2022-06-30,2022-05-01,0.0,2022-Q2,1.010989010989011,0,523.0,50990.0
1959,1999,South Carolina,2022,4,2604.0,6238.0,1694.0,1185.0,2753.0,3166.0,3379.0,5777.0,4757.0,5062.0,2845.0,5876.0,1283.0,10536.0,532.0,5474.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-07-01,2022-08-31,2022-07-01,0.0,2022-Q3,1.010989010989011,0,532.0,50990.0
1960,2000,South Carolina,2022,5,2400.0,5550.0,1574.0,1149.0,2519.0,2802.0,3005.0,5239.0,4283.0,4462.0,2393.0,5332.0,1266.0,9524.0,533.0,5062.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-09-01,2022-10-31,2022-09-01,0.0,2022-Q3,1.0,0,533.0,50990.0
1961,2001,South Carolina,2022,6,2554.0,5743.0,1680.0,1117.0,2733.0,3006.0,3075.0,5390.0,4586.0,4841.0,2693.0,5530.0,1234.0,9977.0,520.0,5136.0,1014941.0,292676.0,596132.0,75143.0,50990.0,650920.0,364021.0,148079.0,304800.0,256694.0,305368.0,400706.0,614235.0,338871.0,343991.0,332079.0,0.0,0,2022-11-01,2022-12-31,2022-11-01,0.0,2022-Q4,1.010989010989011,0,520.0,50990.0
1962,2002,South Carolina,2023,1,2330.0,5277.0,1483.0,1009.0,2458.0,2673.0,2890.0,4958.0,4130.0,4370.0,2463.0,5013.0,1120.0,9090.0,494.0,4720.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-01-01,2023-02-28,2023-01-01,,2023-Q1,0.989010989010989,0,494.0,53133.8881134385
1963,2003,South Carolina,2023,2,2260.0,5369.0,1549.0,1005.0,2453.0,2631.0,3043.0,5160.0,4012.0,4292.0,2315.0,5163.0,1218.0,9173.0,477.0,4881.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-03-01,2023-04-30,2023-03-01,,2023-Q1,1.010989010989011,0,477.0,53133.8881134385
1964,2004,South Carolina,2023,3,2309.0,5666.0,1699.0,1032.0,2553.0,2732.0,3305.0,5466.0,4202.0,4370.0,2445.0,5422.0,1304.0,9670.0,499.0,5300.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-05-01,2023-06-30,2023-05-01,,2023-Q2,1.010989010989011,0,499.0,53133.8881134385
1965,2005,South Carolina,2023,4,2427.0,5839.0,1683.0,1102.0,2794.0,2786.0,3213.0,5462.0,4484.0,4540.0,2443.0,5582.0,1390.0,9947.0,532.0,5407.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-07-01,2023-08-31,2023-07-01,,2023-Q3,1.010989010989011,0,532.0,53133.8881134385
1966,2006,South Carolina,2023,5,2572.0,5706.0,1718.0,1141.0,2799.0,2841.0,3155.0,5433.0,4559.0,4471.0,2508.0,5403.0,1506.0,9993.0,576.0,5522.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-09-01,2023-10-31,2023-09-01,,2023-Q3,1.0,0,576.0,53133.8881134385
1967,2007,South Carolina,2023,6,2407.0,5571.0,1705.0,1116.0,2720.0,2694.0,3097.0,5233.0,4440.0,4321.0,2526.0,5216.0,1388.0,9678.0,548.0,5357.0,1034445.7679232056,294756.68757441244,606788.1382706437,79767.05396471104,53339.48998851141,671602.9609716045,363114.2642177952,142518.9153559172,310125.44814832124,253427.11290254345,330228.57728088845,434032.9958966097,602820.1487618756,345554.25885825884,348818.8193290688,340089.68886099604,0.0,0,2023-11-01,2023-12-31,2023-11-01,,2023-Q4,1.010989010989011,0,548.0,53133.8881134385
1968,2009,South Dakota,2016,1,582.0,1110.0,218.0,274.0,485.0,567.0,576.0,1154.0,756.0,641.0,59.0,1361.0,88.0,1910.0,402.0,1269.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-01-01,2016-02-29,2016-01-01,1.0,2016-Q1,1.0,0,402.0,23062.0
1969,2010,South Dakota,2016,2,534.0,1247.0,245.0,289.0,482.0,588.0,666.0,1294.0,732.0,599.0,57.0,1501.0,84.0,2026.0,384.0,1427.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-03-01,2016-04-30,2016-03-01,1.0,2016-Q1,1.010989010989011,0,384.0,23062.0
1970,2011,South Dakota,2016,3,523.0,1291.0,226.0,313.0,503.0,536.0,681.0,1309.0,731.0,611.0,64.0,1455.0,121.0,2040.0,400.0,1429.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-05-01,2016-06-30,2016-05-01,1.0,2016-Q2,1.010989010989011,0,400.0,23062.0
1971,2012,South Dakota,2016,4,576.0,1333.0,252.0,317.0,527.0,616.0,699.0,1379.0,782.0,666.0,54.0,1536.0,128.0,2161.0,443.0,1495.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-07-01,2016-08-31,2016-07-01,1.0,2016-Q3,1.010989010989011,0,443.0,23062.0
1972,2013,South Dakota,2016,5,534.0,1285.0,267.0,304.0,518.0,570.0,689.0,1344.0,742.0,626.0,61.0,1520.0,97.0,2086.0,408.0,1460.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-09-01,2016-10-31,2016-09-01,1.0,2016-Q3,1.0,0,408.0,23062.0
1973,2014,South Dakota,2016,6,548.0,1216.0,268.0,281.0,511.0,581.0,652.0,1262.0,770.0,658.0,66.0,1452.0,115.0,2032.0,399.0,1374.0,158330.0,3312.0,125493.0,6463.0,23062.0,117100.0,41230.0,24149.0,41274.0,45166.0,47741.0,68248.0,90082.0,56473.0,54108.0,47749.0,0.0,0,2016-11-01,2016-12-31,2016-11-01,1.0,2016-Q4,1.010989010989011,0,399.0,23062.0
1974,2015,South Dakota,2017,1,492.0,1153.0,226.0,324.0,463.0,515.0,559.0,1118.0,753.0,648.0,59.0,1290.0,96.0,1871.0,426.0,1223.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-01-01,2017-02-28,2017-01-01,1.0,2017-Q1,0.989010989010989,0,426.0,23691.0
1975,2016,South Dakota,2017,2,527.0,1185.0,255.0,296.0,461.0,589.0,616.0,1230.0,737.0,631.0,71.0,1408.0,103.0,1967.0,385.0,1336.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-03-01,2017-04-30,2017-03-01,1.0,2017-Q1,1.010989010989011,0,385.0,23691.0
1976,2017,South Dakota,2017,3,509.0,1333.0,290.0,329.0,476.0,602.0,717.0,1375.0,755.0,669.0,69.0,1529.0,94.0,2132.0,440.0,1463.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-05-01,2017-06-30,2017-05-01,1.0,2017-Q2,1.010989010989011,0,440.0,23691.0
1977,2018,South Dakota,2017,4,585.0,1349.0,271.0,331.0,555.0,633.0,682.0,1382.0,823.0,711.0,77.0,1573.0,109.0,2205.0,446.0,1494.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-07-01,2017-08-31,2017-07-01,1.0,2017-Q3,1.010989010989011,0,446.0,23691.0
1978,2019,South Dakota,2017,5,524.0,1245.0,285.0,300.0,503.0,558.0,685.0,1306.0,747.0,633.0,63.0,1474.0,123.0,2054.0,394.0,1421.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-09-01,2017-10-31,2017-09-01,1.0,2017-Q3,1.0,0,394.0,23691.0
1979,2020,South Dakota,2017,6,473.0,1161.0,250.0,293.0,484.0,508.0,594.0,1201.0,682.0,570.0,59.0,1331.0,98.0,1884.0,396.0,1314.0,160232.0,3792.0,125934.0,6815.0,23691.0,122561.0,37671.0,24453.0,41462.0,52303.0,42013.0,69071.0,91161.0,56512.0,54780.0,48940.0,0.0,0,2017-11-01,2017-12-31,2017-11-01,1.0,2017-Q4,1.010989010989011,0,396.0,23691.0
1980,2021,South Dakota,2018,1,470.0,1148.0,235.0,252.0,482.0,519.0,591.0,1151.0,700.0,584.0,65.0,1321.0,114.0,1853.0,353.0,1269.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-01-01,2018-02-28,2018-01-01,1.0,2018-Q1,0.989010989010989,0,353.0,23821.0
1981,2022,South Dakota,2018,2,533.0,1261.0,252.0,303.0,480.0,562.0,689.0,1328.0,718.0,590.0,71.0,1452.0,121.0,2046.0,402.0,1456.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-03-01,2018-04-30,2018-03-01,1.0,2018-Q1,1.010989010989011,0,402.0,23821.0
1982,2023,South Dakota,2018,3,485.0,1343.0,262.0,295.0,487.0,582.0,720.0,1356.0,732.0,616.0,78.0,1523.0,113.0,2090.0,376.0,1474.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-05-01,2018-06-30,2018-05-01,1.0,2018-Q2,1.010989010989011,0,376.0,23821.0
1983,2024,South Dakota,2018,4,488.0,1275.0,262.0,287.0,486.0,581.0,661.0,1292.0,733.0,587.0,81.0,1407.0,106.0,2025.0,431.0,1438.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-07-01,2018-08-31,2018-07-01,1.0,2018-Q3,1.010989010989011,0,431.0,23821.0
1984,2025,South Dakota,2018,5,516.0,1219.0,271.0,289.0,486.0,541.0,682.0,1248.0,758.0,598.0,50.0,1433.0,108.0,2006.0,415.0,1408.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-09-01,2018-10-31,2018-09-01,1.0,2018-Q3,1.0,0,415.0,23821.0
1985,2026,South Dakota,2018,6,404.0,1206.0,241.0,266.0,478.0,476.0,624.0,1209.0,642.0,533.0,66.0,1332.0,98.0,1851.0,355.0,1318.0,161075.0,3898.0,126212.0,7144.0,23821.0,119021.0,42054.0,28990.0,40327.0,47902.0,43855.0,68830.0,92245.0,56346.0,54773.0,49956.0,0.0,0,2018-11-01,2018-12-31,2018-11-01,1.0,2018-Q4,1.010989010989011,0,355.0,23821.0
1986,2027,South Dakota,2019,1,447.0,1100.0,244.0,257.0,468.0,484.0,574.0,1126.0,665.0,514.0,57.0,1273.0,99.0,1791.0,362.0,1277.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-01-01,2019-02-28,2019-01-01,1.0,2019-Q1,0.989010989010989,0,362.0,23980.0
1987,2028,South Dakota,2019,2,463.0,1167.0,241.0,267.0,430.0,499.0,669.0,1206.0,664.0,547.0,74.0,1332.0,96.0,1871.0,369.0,1324.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-03-01,2019-04-30,2019-03-01,1.0,2019-Q1,1.010989010989011,0,369.0,23980.0
1988,2029,South Dakota,2019,3,462.0,1279.0,277.0,259.0,465.0,565.0,724.0,1309.0,709.0,544.0,75.0,1461.0,111.0,2018.0,371.0,1474.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-05-01,2019-06-30,2019-05-01,1.0,2019-Q2,1.010989010989011,0,371.0,23980.0
1989,2030,South Dakota,2019,4,486.0,1279.0,262.0,286.0,516.0,551.0,665.0,1288.0,739.0,592.0,70.0,1446.0,107.0,2027.0,404.0,1435.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-07-01,2019-08-31,2019-07-01,1.0,2019-Q3,1.010989010989011,0,404.0,23980.0
1990,2031,South Dakota,2019,5,466.0,1213.0,260.0,305.0,488.0,506.0,637.0,1243.0,695.0,576.0,61.0,1361.0,126.0,1939.0,391.0,1363.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-09-01,2019-10-31,2019-09-01,1.0,2019-Q3,1.0,0,391.0,23980.0
1991,2032,South Dakota,2019,6,406.0,1121.0,258.0,278.0,415.0,472.0,616.0,1116.0,668.0,494.0,77.0,1270.0,103.0,1785.0,335.0,1291.0,162089.0,4014.0,126666.0,7429.0,23980.0,129706.0,32383.0,27966.0,46879.0,42136.0,45108.0,72851.0,89238.0,56310.0,54725.0,51054.0,0.0,0,2019-11-01,2019-12-31,2019-11-01,1.0,2019-Q4,1.010989010989011,0,335.0,23980.0
1992,2033,South Dakota,2020,1,432.0,1099.0,240.0,268.0,464.0,463.0,570.0,1109.0,662.0,531.0,61.0,1242.0,120.0,1771.0,348.0,1240.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-01-01,2020-02-29,2020-01-01,1.0,2020-Q1,1.0,0,348.0,24080.0
1993,2034,South Dakota,2020,2,437.0,1133.0,276.0,266.0,462.0,458.0,656.0,1200.0,646.0,508.0,66.0,1315.0,112.0,1846.0,353.0,1338.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-03-01,2020-04-30,2020-03-01,1.0,2020-Q1,1.010989010989011,0,353.0,24080.0
1994,2035,South Dakota,2020,3,447.0,1185.0,264.0,276.0,468.0,461.0,688.0,1226.0,670.0,555.0,65.0,1344.0,100.0,1896.0,387.0,1341.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-05-01,2020-06-30,2020-05-01,1.0,2020-Q2,1.010989010989011,0,387.0,24080.0
1995,2036,South Dakota,2020,4,444.0,1219.0,255.0,271.0,483.0,504.0,650.0,1248.0,668.0,549.0,62.0,1377.0,126.0,1918.0,353.0,1369.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-07-01,2020-08-31,2020-07-01,1.0,2020-Q3,1.010989010989011,0,353.0,24080.0
1996,2037,South Dakota,2020,5,415.0,1164.0,246.0,256.0,456.0,474.0,634.0,1149.0,676.0,524.0,63.0,1304.0,90.0,1825.0,368.0,1301.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-09-01,2020-10-31,2020-09-01,1.0,2020-Q3,1.0,0,368.0,24080.0
1997,2038,South Dakota,2020,6,420.0,1041.0,229.0,267.0,412.0,466.0,537.0,1068.0,620.0,507.0,72.0,1153.0,111.0,1690.0,354.0,1183.0,162483.0,4258.0,126126.0,8019.0,24080.0,127822.0,34661.0,26588.0,46261.0,43218.0,46416.0,70154.0,92329.0,57202.0,53615.0,51666.0,0.0,0,2020-11-01,2020-12-31,2020-11-01,1.0,2020-Q4,1.010989010989011,0,354.0,24080.0
1998,2039,South Dakota,2021,1,402.0,1072.0,243.0,257.0,455.0,421.0,579.0,1061.0,656.0,504.0,48.0,1189.0,122.0,1717.0,358.0,1213.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-01-01,2021-02-28,2021-01-01,1.0,2021-Q1,0.989010989010989,0,358.0,24638.0
1999,2040,South Dakota,2021,2,423.0,1247.0,268.0,288.0,430.0,497.0,713.0,1259.0,679.0,539.0,57.0,1406.0,98.0,1938.0,377.0,1399.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-03-01,2021-04-30,2021-03-01,1.0,2021-Q1,1.010989010989011,0,377.0,24638.0
2000,2041,South Dakota,2021,3,460.0,1241.0,275.0,251.0,497.0,508.0,715.0,1270.0,705.0,546.0,69.0,1430.0,111.0,1976.0,366.0,1430.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-05-01,2021-06-30,2021-05-01,1.0,2021-Q2,1.010989010989011,0,366.0,24638.0
2001,2042,South Dakota,2021,4,465.0,1200.0,301.0,268.0,496.0,524.0,668.0,1269.0,697.0,572.0,74.0,1399.0,128.0,1966.0,365.0,1394.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-07-01,2021-08-31,2021-07-01,1.0,2021-Q3,1.010989010989011,0,365.0,24638.0
2002,2043,South Dakota,2021,5,448.0,1211.0,299.0,265.0,511.0,498.0,677.0,1245.0,713.0,546.0,74.0,1392.0,120.0,1958.0,372.0,1412.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-09-01,2021-10-31,2021-09-01,1.0,2021-Q3,1.0,0,372.0,24638.0
2003,2044,South Dakota,2021,6,416.0,1110.0,262.0,238.0,430.0,473.0,641.0,1161.0,626.0,480.0,62.0,1277.0,114.0,1788.0,335.0,1308.0,165220.0,4436.0,127742.0,8404.0,24638.0,127739.0,37481.0,25566.0,46297.0,44942.0,48415.0,68414.0,96806.0,58304.0,53885.0,53031.0,0.0,0,2021-11-01,2021-12-31,2021-11-01,1.0,2021-Q4,1.010989010989011,0,335.0,24638.0
2004,2045,South Dakota,2022,1,347.0,1022.0,254.0,212.0,383.0,416.0,605.0,1057.0,566.0,419.0,49.0,1186.0,102.0,1623.0,286.0,1204.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,0.0,0,2022-01-01,2022-02-28,2022-01-01,1.0,2022-Q1,0.989010989010989,0,286.0,25146.0
2005,2046,South Dakota,2022,2,427.0,1203.0,285.0,260.0,458.0,473.0,713.0,1248.0,666.0,500.0,73.0,1353.0,125.0,1915.0,364.0,1415.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,0.0,0,2022-03-01,2022-04-30,2022-03-01,1.0,2022-Q1,1.010989010989011,0,364.0,25146.0
2006,2047,South Dakota,2022,3,482.0,1214.0,299.0,288.0,463.0,545.0,694.0,1268.0,725.0,552.0,53.0,1457.0,119.0,1995.0,366.0,1443.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,1.0,0,2022-05-01,2022-06-30,2022-05-01,1.0,2022-Q2,1.010989010989011,0,366.0,25146.0
2007,2048,South Dakota,2022,4,442.0,1220.0,309.0,252.0,492.0,537.0,678.0,1282.0,688.0,547.0,56.0,1414.0,136.0,1971.0,365.0,1424.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,1.0,0,2022-07-01,2022-08-31,2022-07-01,1.0,2022-Q3,1.010989010989011,0,365.0,25146.0
2008,2049,South Dakota,2022,5,447.0,1143.0,263.0,251.0,459.0,472.0,660.0,1165.0,688.0,505.0,54.0,1315.0,122.0,1853.0,362.0,1348.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,1.0,0,2022-09-01,2022-10-31,2022-09-01,1.0,2022-Q3,1.0,0,362.0,25146.0
2009,2050,South Dakota,2022,6,428.0,1123.0,274.0,262.0,453.0,491.0,612.0,1157.0,668.0,541.0,72.0,1275.0,121.0,1825.0,357.0,1284.0,168448.0,4618.0,129549.0,9135.0,25146.0,136165.0,32283.0,25501.0,49308.0,39982.0,53657.0,76368.0,92080.0,59553.0,54432.0,54463.0,1.0,0,2022-11-01,2022-12-31,2022-11-01,1.0,2022-Q4,1.010989010989011,0,357.0,25146.0
2010,2051,South Dakota,2023,1,387.0,1074.0,273.0,218.0,463.0,448.0,596.0,1111.0,623.0,450.0,65.0,1228.0,132.0,1734.0,309.0,1284.0,171739.0673284106,4807.467087466186,131381.56127976702,9929.584126606378,25664.474226804123,145146.8010944191,27805.87735119127,25436.165258546505,52514.82523705639,35569.40777001469,59466.56302798719,85246.7539392522,87584.71995537466,60828.756328896816,54984.55273267143,55933.66840150101,1.0,1,2023-01-01,2023-02-28,2023-01-01,,2023-Q1,0.989010989010989,1,309.0,25620.454834571017
2011,2052,South Dakota,2023,2,409.0,1160.0,259.0,243.0,442.0,437.0,699.0,1204.0,624.0,490.0,48.0,1322.0,132.0,1828.0,326.0,1338.0,171739.0673284106,4807.467087466186,131381.56127976702,9929.584126606378,25664.474226804123,145146.8010944191,27805.87735119127,25436.165258546505,52514.82523705639,35569.40777001469,59466.56302798719,85246.7539392522,87584.71995537466,60828.756328896816,54984.55273267143,55933.66840150101,1.0,1,2023-03-01,2023-04-30,2023-03-01,,2023-Q1,1.010989010989011,1,326.0,25620.454834571017
2012,2053,South Dakota,2023,3,459.0,1252.0,275.0,278.0,494.0,460.0,747.0,1339.0,646.0,509.0,71.0,1449.0,127.0,1985.0,338.0,1476.0,171739.0673284106,4807.467087466186,131381.56127976702,9929.584126606378,25664.474226804123,145146.8010944191,27805.87735119127,25436.165258546505,52514.82523705639,35569.40777001469,59466.56302798719,85246.7539392522,87584.71995537466,60828.756328896816,54984.55273267143,55933.66840150101,1.0,1,2023-05-01,2023-06-30,2023-05-01,,2023-Q2,1.010989010989011,1,338.0,25620.454834571017
